 																									
Required. Usually the same as primary English name.  Only different when there are overlapping primary english names. 	Required. If you change a name, you'll need to change all references to it on the Works page and in relationships.	Optional.  Comma Separated.	Required	Optional.  Comma Separated.	Required.   Use "c." for circa	Required	Required.  Use "c." for circa	Required	Required	Desired	Desired.	Desired	Desired	Desired	Desired	Nice to Have	Nice to Have	Nice to Have	Nice to Have	Nice to Have	Nice to Have	Nice to Have	Nice to Have		You can add other relationships, if they help
Key	Primary English Name	Secondary English Names	Primary Hebrew Name	Secondary Hebrew Names	Birth Year 	Birth Place	Death Year	Death Place	Halachic Era	English Biography	Hebrew Biography	English Wikipedia Link	Hebrew Wikipedia Link	Jewish Encyclopedia Link	Brill Online Reference Words (Encyclopedia of Jewish in the Islamic, Encyclopedia of the Hebrew Language, Encyclopedia of Judaism)	Child of	Grandchild of	Son/Daughter in Law of	Student of	From the school of	Corresponded With	Opposed	Cousin	Sex	
	anonymous	ignore this line								extra															
Saadia Gaon	Saadia Gaon	Rasag, Sa'adia ben Yosef Al-Fayyumi	סעדיה גאון	רס"ג, סעדיה בן יוסף אלפיומי	882	Dalas, Egypt	942	Baghdad, Iraq	Gaonim	Saadia Gaon (Rasag) was a philosopher, posek, biblical commentator, polemicist, grammarian and pre-eminent Jewish leader of Mesopotamian Jewry. His best-known work, Emunot v'De'ot, was the first systematic work of Jewish philosophy. His ground-breaking work in Hebrew grammar was part of his polemic against Karaism. He was the first Torah sage to write extensively in Judeo-Arabic. In 928 he was appointed Gaon (preeminant spiritual and temporal leader) of the academy of Sura, and subsequently his influence spread throughout the Jewish world. 	סעדיה גאון (רס"ג) היה הוגה דעות, פוסק, פרשן לתנ"ך, פולמוסן, מדקדק ומנהיג חשוב בקהילת בבל. חיבורו המפורסם ביותר, אמונות ודעות, היה עבודתו החשובה ביותר במחשבת ישראל. עבודתו פורצת הדרך בדקדוק עברית הייתה חלק מחומר הפולמוס שלו נגד הקראים. הוא היה החכם הראשון שכתב באופן משמעותי בערבית-יהודית. בשנת 928 קיבל את התואר 'גאון' (מנהיג רוחני וכללי) בישיבת סורא, ובעקבות כך פשטה השפעתו בכל העולם היהודי.	https://en.wikipedia.org/wiki/Saadia_Gaon	https://he.wikipedia.org/wiki/%D7%A1%D7%A2%D7%93%D7%99%D7%94_%D7%92%D7%90%D7%95%D7%9F	http://www.jewishencyclopedia.com/articles/12950-saadia	http://referenceworks.brillonline.com/entries/encyclopedia-of-jews-in-the-islamic-world/saadya-gaon-COM_0018750						Isaac Israeli of Qayrawan			M	
Rashi	Rashi	Shlomo Yitzchaki, Salomon Isaacides	רש״י	רבי שלמה יצחקי	1040	Troyes, France	1105	Troyes, France	Rishonim	Shelomo ben Yitzhak, best known by the acronym Rashi, was an early and influential medieval Torah and Talmud commentator who lived in France. Widely known as the father of all commentators, his commentary on the Bible in particular is often considered an indispensable tool for Torah study. He described his aim as clarifying the "peshat" or "plain-sense" meaning of each verse. He was also a posek who authored responsa. There are no extant manuscripts of his works copied prior to his death. 	שלמה בן יצחק, הידוע על פי ראשי התיבות רש"י, היה פרשן קדום ובעל השפעה שפירש את התנ"ך והתלמוד. הוא חי בימי הביניים בצרפת. ידוע כ"אבי כל הפרשנים". ופירושו על התנ"ך נחשב לעתים קרובות כלי הכרחי ללימוד תורה. המטרה שלו הייתה הבהרת הפשט, המשמעות הפשוטה של כל פסוק. רש"י עסק גם בפסקי הלכה וחיבר שו"תים. לא נמצאים בידינו העתקים של כתבי יד שלו מלפני מותו.	https://en.wikipedia.org/wiki/Rashi	https://he.wikipedia.org/wiki/רש%22י	http://www.jewishencyclopedia.com/articles/12585-rashi-solomon-bar-isaac	http://referenceworks.brillonline.com/entries/encyclopaedia-of-judaism/rashi-COM_0157									M	
Meir ben Shmuel	Meir ben Shmuel	Ra"M	מאיר בן שמואל	ר"ם	c. 1060	Ramerupt, France	c. 1135		Rishonim	Meir ben Shmuel was a French rabbi and one of the early Baa'ei HaTosfot. He was one of the founders of the Tosafot school and approach to Talmudic commentary. He was a son-in-law of Rashi, and three of his sons, Rashbam, Rivam and Rabbenu Tam, were amongst the greatest talmudists and tosafists, as well as leaders of their generation. 	מאיר בן שמואל היה רב צרפתי ואחד מבעלי התוספות המוקדמים. היה אחד ממייסדי אסכולת התוספות והגישה לפרשנות התלמוד. היה חתנו של רש"י, ושלושה מבניו – רשב"ם, ריב"ם ורבנו תם – היו מגדולי חכמי התלמוד והתוספות, וכן מנהיגים בדורם.	https://en.wikipedia.org/wiki/Meir_ben_Samuel	https://he.wikipedia.org/wiki/%D7%9E%D7%90%D7%99%D7%A8_%D7%91%D7%9F_%D7%A9%D7%9E%D7%95%D7%90%D7%9C	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor46				Rashi	Riva	Tosafot				M	Four sons, Rabbenu Tam, Rashbam, Isaac ben Meir, Solomon ben Meir
Rambam	Rambam	Moshe ben Maimon, Maimonides, Moses Maimonides	רמב"ם	משה בן מימון	1137/38	Cordoba, Spain	1204	Fustat, Egypt	Rishonim	Rabbi Moshe ben Maimon (Rambam) was perhaps the greatest intellectual and spiritual figure of post-Talmudic Judaism. He wrote indispensable works of philosophy, Halacha, commentary, and responsa. Born in Spain, his family fled while he was still a youth. After an extended period in Morocco, he settled in Egypt, where he became Nagid (leader) of the Jewish community. His works were all foundational in their field. He was the first to produce a comprehensive commentary on the entire Mishnah. His great work of philosophy, Moreh Nevuchim, spawned an entire discipline and had incalculable influence upon enthusiastic promoters and vehement opponents alike. His code of law, Mishneh Torah, is the first and unsurpassed comprehesive code of Jewish law and practice. He also served as court physician to the Muslim leader Saladin. All of his works were written in Judeo-Arabic except for Mishneh Torah, which was written in a magnifient Hebrew. The precision of his expression is legendary. His descendents served as Negidim of Egypt for another four generations.	רבי משה בן מימון (רמב"ם) נחשב לאחד הגדולים בחכמתו וברוחניותו בתקופה הבתר-תלמודית. הוא כתב חיבורים חיוניים במחשבת ישראל, הלכה, פרשנות ושו"תים. נולד בספרד וברח עם משפחתו בעודו ילד. לאחר תקופה ממושכת במרוקו, הוא התיישב במצרים, ושם הפך לנגיד (מנהיג) של הקהילה היהודית. כל יצירתיו מהוות אבני יסוד בתחום שלהן. הרמב"ם היה הראשון שחיבר פרשנות מקיפה למשנה כולה. חיבורו במחשבת ישראל, מורה נבוכים, הביא לעולם דיסציפלינה שלמה והשפיע בצורה בלתי ניתנת לשיעורעל תומכים נלהבים ועל מתנגדים חריפים כאחד. חיבורו ההלכתי, המשנה תורה, הוא החיבור ההלכתי מקיף שאין כמותו. הרמב"ם שימש גם כרופא חצר של המנהיג המוסלמי צלאח א-דין. כל יצירותיו נכתבו בערבית-יהודית, חוץ מהמשנה תורה, שנכתבה בעברית משובחת מאוד. הדיוק בצורת הביטוי שלו הוא אגדי. צאצאיו שימשו כנגידים של מצרים לארבעה דורות נוספים.	https://en.wikipedia.org/wiki/Maimonides	https://he.wikipedia.org/wiki/רמב%22ם	http://www.jewishencyclopedia.com/articles/11124-moses-ben-maimon	http://referenceworks.brillonline.com/entries/encyclopedia-of-jews-in-the-islamic-world/m-maimonides-moses-rambam-mallah-moses-aaron-SIM_INDEXM2?s.num=0&s.f.s2_parent=s.f.book.encyclopedia-of-jews-in-the-islamic-world&s.q=Rambam	Maimon			Maimon					M	Son Abraham ben Moses Maimon
Ramban	Ramban	Nachmanides, Moses ben Nahman Girondi	רמב״ן	רבי משה בן נחמן	1194	Girona, Catalonia, Spain	1270	Akko	Rishonim	Moshe ben Nachman, also known as Ramban, was a Spanish scholar who authored commentaries on Torah and the Talmud. He was a posek who wrote responsa and stand-alone works on Halachic topics, as well as works on mysticism, science and philosophy. Ramban's commentary on the Torah often critiques earlier commentaries, and incorporates kabbalistic teachings.	רבי משה בן נחמן, הידוע כרמב"ן,היה תלמיד חכם ספרדי שחיבר פירושים על התורה והתלמוד. הוא היה פוסק הלכה שכתב שו"תים וחיבורים עצמאיים בנושאים הלכתיים, כמו גם חיבורים על מיסטיקה, מדע ופילוסופיה. פירושו של הרמב"ן על התורה מבקר לעתים קרובות פירושים קודמים, ומשלב את תורת קבלה.	https://en.wikipedia.org/wiki/Nahmanides	https://he.wikipedia.org/wiki/רמב%22ן	http://www.jewishencyclopedia.com/articles/11129-moses-ben-nahman-gerondi	http://referenceworks.brillonline.com/search?s.num=0&s.rows=20&s.mode=DEFAULT&s.f.s2_parent=encyclopedia-of-hebrew-language-and-linguistics&s.au=&s.excl=&s.sub=&s.start=0&s.q=nachmanides&s.head=				Azriel of Gerona				Rabbeinu Yonah	M	Great Grand Father of Gershonides
Rashbam	Rashbam	Shemuel ben Meir	רשב״ם	שמואל בן מאיר	c.1085		 c. 1174		Rishonim	Shmuel ben Meir (Rashbam) was a French Torah and Talmud commentator and a grandson of Rashi, with whom he at times stridently disagrees in his commentary. His Torah commentary hews strictly to the concept of the "peshat" or "plain-sense" meaning of the text,  sometimes at the expense of received rabbinic traditions. He also wrote a commentary on portions of the Talmud.        	שמואל בן מאיר היה פרשן תורה ותלמוד צרפתי ונכדו של רש"י, ולפעמים הוא אף חולק עליו בפירושו. הוא חיבר פירוש על התורה שדבק בקפדנות במושג ה"פשט", לפעמים על חשבון מסורות רבניות מקובלות. הוא כתב גם פירוש על חלקים של התלמוד. 	https://en.wikipedia.org/wiki/Rashbam	https://en.wikipedia.org/wiki/Rashbam	http://www.jewishencyclopedia.com/articles/13128-samuel-b-meir-rashbam		Meir ben Shmuel	Rashi		Meir ben Shmuel	Tosafot				M	Had several students cf. Norman Golb
